0.0001,0.02195426,,,,
0.0002,0.02195165,,,,motor scaler
0.0003,0.0214922,,,,10000
0.0004,0.01943328,,,,
0.0005,0.01707649,,,,
0.0006,0.01559015,,,,
0.0007,0.01488337,,,,
0.0008,0.01469227,,,,
0.0009,0.01484152,,,,
0.001,0.01517283,,,,
0.0011,0.01560922,,,,
0.0012,0.0161255,,,,
0.0013,0.01669807,,,,
0.0014,0.01731565,,,,
0.0015,0.01797291,,,,
0.0016,0.01866524,,,,
0.0017,0.01938704,,,,
0.0018,0.02013161,,,,
0.001899999,0.0208917,,,,
0.001999999,0.0216598,,,,
0.002099999,0.02242848,,,,
0.0022,0.02319063,,,,
0.0023,0.02393992,,,,
0.0024,0.02467103,,,,
0.0025,0.02537967,,,,
0.0026,0.0260627,,,,
0.0027,0.02671794,,,,
0.0028,0.02734405,,,,
0.0029,0.02794043,,,,
0.003,0.02850702,,,,
0.0031,0.02904423,,,,
0.0032,0.02955279,,,,
0.0033,0.03003363,,,,
0.0034,0.03048789,,,,
0.0035,0.03091679,,,,
0.0036,0.0313216,,,,
0.0037,0.0317036,,,,
0.003800001,0.03206408,,,,
0.003900001,0.03240431,,,,
0.004000001,0.03272548,,,,
0.0041,0.03302877,,,,
0.0042,0.03331528,,,,
0.0043,0.03358606,,,,
0.0044,0.03384208,,,,
0.0045,0.03408432,,,,
0.0046,0.03431363,,,,
0.004699999,0.03453081,,,,
0.004799999,0.03473664,,,,
0.004899999,0.03493185,,,,
0.004999999,0.0351171,,,,
0.005099999,0.03529298,,,,
0.005199999,0.03546009,,,,
0.005299998,0.03561897,,,,
0.005399998,0.03577013,,,,
0.005499998,0.03591403,,,,
0.005599998,0.03605109,,,,
0.005699998,0.03618172,,,,
0.005799998,0.03630631,,,,
0.005899997,0.03642521,,,,
0.005999997,0.03653875,,,,
0.006099997,0.03664723,,,,
0.006199997,0.03675093,,,,
0.006299997,0.03685012,,,,
0.006399997,0.03694506,,,,
0.006499996,0.03703596,,,,
0.006599996,0.03712307,,,,
0.006699996,0.03720658,,,,
0.006799996,0.03728665,,,,
0.006899996,0.03736351,,,,
0.006999996,0.0374373,,,,
0.007099995,0.03750819,,,,
0.007199995,0.0375763,,,,
0.007299995,0.03764179,,,,
0.007399995,0.0377048,,,,
0.007499995,0.03776543,,,,
0.007599995,0.0378238,,,,
0.007699994,0.03788003,,,,
0.007799994,0.03793422,,,,
0.007899994,0.03798646,,,,
0.007999994,0.03803685,,,,
0.008099994,0.03808545,,,,
0.008199994,0.03813237,,,,
0.008299993,0.03817768,,,,
0.008399993,0.03822142,,,,
0.008499993,0.03826372,,,,
0.008599993,0.0383046,,,,
0.008699993,0.03834413,,,,
0.008799993,0.03838237,,,,
0.008899992,0.03841937,,,,
0.008999992,0.0384552,,,,
0.009099992,0.03848988,,,,
0.009199992,0.03852347,,,,
0.009299992,0.03855604,,,,
0.009399991,0.03858759,,,,
0.009499991,0.03861818,,,,
0.009599991,0.03864785,,,,
0.009699991,0.03867664,,,,
0.009799991,0.03870458,,,,
0.009899991,0.03873171,,,,
0.00999999,0.03875803,,,,
