0.2387519,0.01634988,-0.1706331
0.2545303,0.01720804,-0.1537471
0.2637608,0.01812859,-0.1417046
0.2672575,0.03809213,-0.1379446
0.2545849,0.03704455,-0.1529627
0.2382515,0.03340584,-0.1696166
0.2369728,0.04353529,-0.1692566
0.2527561,0.05093826,-0.1517864
0.2650687,0.05540113,-0.1375974
0.2172807,0.05244427,-0.1903362
0.2340124,0.05744766,-0.1756838
0.2493165,0.05678277,-0.1590583
0.2509105,0.03717617,-0.1600996
0.2367537,0.03670429,-0.1767322
0.2149393,0.03421637,-0.1964755
0.2142522,0.02051533,-0.1979764
0.2320262,0.02020884,-0.1793231
0.2498196,0.02103796,-0.162043
0.2017428,0.01889535,-0.2076136
0.2142852,0.01922107,-0.1983449
0.2380206,0.01983467,-0.1750663
0.239489,0.03837242,-0.1727453
0.2242716,0.04069923,-0.1895451
0.2052692,0.0395539,-0.2029486
0.203217,0.05296346,-0.2034092
0.2213909,0.05551723,-0.1894401
0.2401189,0.05353489,-0.1689659
0.2107976,-0.02010114,-0.2003482
0.2274551,-0.02011207,-0.1870975
0.242325,-0.02014734,-0.1699097
0.244027,0.001131557,-0.1718556
0.22886,0.00309608,-0.1896259
0.2107459,0.001107097,-0.2040227
0.2099413,0.01648754,-0.2027596
0.2275056,0.01895718,-0.1907864
0.243374,0.017233,-0.1719621
0.2235012,0.01360875,-0.1896784
0.2405624,0.01887449,-0.1748906
0.2554345,0.01926813,-0.1593513
0.2560546,-0.003803845,-0.1594951
0.2415995,-0.004550295,-0.1748798
0.224312,-0.006914873,-0.1884909
0.2233592,-0.02202456,-0.187345
0.240429,-0.02162381,-0.1720151
0.2538031,-0.02152859,-0.1564887
0.2405283,-0.02377777,-0.1665808
0.2552261,-0.02288951,-0.1526204
0.2676917,-0.02292241,-0.1380302
0.2709541,-0.001069475,-0.1360503
0.2571537,-0.00410003,-0.153846
0.2404495,-0.01021223,-0.1691064
0.2398626,0.007038431,-0.1700106
0.2562311,0.01342143,-0.1543905
0.2701963,0.0166958,-0.1375569
0.2377975,-0.0585504,-0.1620608
0.2524504,-0.05928621,-0.1480561
0.2667366,-0.05843393,-0.1304022
0.2702671,-0.03199161,-0.1346872
0.2571726,-0.03388513,-0.1509349
0.2409193,-0.03851613,-0.1634924
0.2401487,-0.007932451,-0.1699315
0.2568746,-0.006058484,-0.1542226
0.2704775,-0.005247731,-0.1359251
0.2219062,-0.007262163,-0.1916237
0.2379144,-0.005314941,-0.1799605
0.2526912,-0.00560258,-0.1616316
0.2524642,-0.03531067,-0.1607159
0.2379183,-0.03517586,-0.1768234
0.2216583,-0.03680328,-0.1873547
0.2181991,-0.06062001,-0.1852422
0.2340682,-0.06072263,-0.1732929
0.247857,-0.060804,-0.1581796
0.1978753,-0.06147948,-0.2035184
0.2197569,-0.06157946,-0.1878995
0.2416374,-0.06153364,-0.1644929
0.2456568,-0.03599847,-0.1686361
0.2309084,-0.03576117,-0.1838659
0.2118241,-0.03661162,-0.1978768
0.2119003,-0.008810906,-0.2018883
0.2294999,-0.007311212,-0.1875632
0.2464822,-0.008187907,-0.1685971
