0.001,NaN
0.002,NaN
0.003,NaN
0.004,NaN
0.005,0.02195426
0.006000001,0.02195426
0.007000001,0.02195426
0.008,0.02195426
0.009000001,0.02195426
0.01,0.02195426
0.011,0.02195426
0.012,0.02195426
0.013,0.02195426
0.014,0.02195426
0.015,0.02195426
0.016,0.02195426
0.017,0.02195426
0.018,0.02195426
0.019,0.02195426
0.02,0.02195426
0.021,0.02195426
0.022,0.02195426
0.023,0.02195426
0.024,0.02195425
0.025,0.02195425
0.026,0.02195425
0.027,0.02195424
0.028,0.0219542
0.029,0.02195412
0.03,0.02195396
0.031,0.02195365
0.032,0.02195308
0.033,0.02195211
0.034,0.02195052
0.035,0.02194805
0.03599999,0.02194437
0.03699999,0.02193908
0.03799999,0.02193175
0.03899999,0.02192185
0.03999999,0.02190885
0.04099999,0.02189218
0.04199998,0.02187126
0.04299998,0.02184553
0.04399998,0.02181446
0.04499998,0.02177753
0.04599998,0.02173432
0.04699998,0.02168443
0.04799997,0.02162758
0.04899997,0.02156354
0.04999997,0.0214922
0.05099997,0.0214135
0.05199997,0.0213275
0.05299997,0.02123432
0.05399996,0.02113419
0.05499996,0.02102736
0.05599996,0.0209142
0.05699996,0.02079507
0.05799996,0.02067043
0.05899996,0.02054074
0.05999995,0.0204065
0.06099995,0.02026822
0.06199995,0.02012642
0.06299995,0.01998162
0.06399995,0.01983435
0.06499995,0.01968509
0.06599995,0.01953436
0.06699996,0.01938261
0.06799996,0.0192303
0.06899996,0.01907786
0.06999996,0.01892568
0.07099997,0.01877414
0.07199997,0.01862359
0.07299997,0.01847435
0.07399997,0.01832673
0.07499997,0.01818103
0.07599998,0.01803755
0.07699998,0.01789655
0.07799998,0.01775834
0.07899998,0.01762319
0.07999998,0.01749129
0.08099999,0.01736278
0.08199999,0.01723774
0.08299999,0.0171162
0.08399999,0.01699821
0.08499999,0.01688382
0.086,0.01677304
0.087,0.01666589
0.088,0.01656238
0.089,0.01646249
0.09,0.01636621
0.09100001,0.01627349
0.09200001,0.01618432
0.09300001,0.01609862
0.09400001,0.01601635
0.09500001,0.01593743
0.09600002,0.01586178
0.09700002,0.01578933
0.09800002,0.01571997
0.09900002,0.0156536
0.1,0.01559014
0.101,0.01552949
0.102,0.01547155
0.103,0.01541623
0.104,0.01536344
0.105,0.0153131
0.106,0.01526512
0.107,0.01521943
0.108,0.01517595
0.109,0.01513462
0.11,0.01509537
0.111,0.01505815
0.112,0.01502291
0.1130001,0.01498959
0.1140001,0.01495817
0.1150001,0.0149286
0.1160001,0.01490085
0.1170001,0.01487491
0.1180001,0.01485076
0.1190001,0.01482839
0.1200001,0.01480778
0.1210001,0.01478895
0.1220001,0.01477187
0.1230001,0.01475656
0.1240001,0.01474299
0.1250001,0.01473114
0.1260001,0.01472096
0.1270001,0.01471242
0.1280001,0.01470546
0.1290001,0.0147
0.1300001,0.014696
0.1310001,0.01469338
0.1320001,0.01469207
0.1330001,0.01469201
0.1340001,0.01469315
0.1350001,0.01469543
0.1360001,0.0146988
0.1370001,0.01470323
0.1380001,0.01470866
0.1390001,0.01471506
0.1400001,0.01472241
0.1410001,0.01473066
0.1420001,0.0147398
0.1430001,0.01474979
0.1440001,0.01476061
0.1450001,0.01477223
0.1460001,0.01478464
0.1470001,0.0147978
0.1480001,0.01481168
0.1490001,0.01482627
0.1500001,0.01484152
0.1510001,0.01485742
0.1520001,0.01487394
0.1530001,0.01489105
0.1540001,0.01490872
0.1550001,0.01492693
0.1560001,0.01494566
0.1570001,0.01496488
0.1580001,0.01498457
0.1590001,0.01500472
0.1600001,0.01502532
0.1610001,0.01504633
0.1620001,0.01506775
0.1630002,0.01508957
0.1640002,0.01511178
0.1650002,0.01513437
0.1660002,0.01515733
0.1670002,0.01518065
0.1680002,0.01520432
0.1690002,0.01522834
0.1700002,0.01525271
0.1710002,0.01527742
0.1720002,0.01530246
0.1730002,0.01532784
0.1740002,0.01535356
0.1750002,0.01537961
0.1760002,0.01540598
0.1770002,0.01543269
0.1780002,0.01545972
0.1790002,0.01548708
0.1800002,0.01551475
0.1810002,0.01554273
0.1820002,0.01557103
0.1830002,0.01559962
0.1840002,0.01562852
0.1850002,0.0156577
0.1860002,0.01568717
0.1870002,0.01571691
0.1880002,0.01574691
0.1890002,0.01577717
0.1900002,0.01580769
0.1910002,0.01583846
0.1920002,0.01586947
0.1930002,0.01590071
0.1940002,0.01593218
0.1950002,0.01596387
0.1960002,0.01599578
0.1970002,0.0160279
0.1980002,0.01606023
0.1990002,0.01609277
0.2000002,0.0161255
